,관광지명,도시,테마,도로명주소,지번주소,위도,경도,구글별점,검색건수,데이터셋카테고리
0,안동문화관광지,경상북도 안동시,,안동시 관광단지로 346-30 (성곡동),안동시 성곡동 1559,36.5695076,128.7786154,,,
1,하회관광지,경상북도 안동시,,안동시 풍천면 전서로 206,안동시 풍천면 하회리 287,36.5489594,128.5274931,,,
2,어답산관광지,강원도 횡성군,,강원도 횡성군 갑천면 어답산로 516,강원도 횡성군 갑천면 병지방리 539-1,37.59380861,128.0575207,,,
3,고래불관광지,경상북도 영덕군,,,경상북도 영덕군 병곡면 병곡리 72-8,36.600476,129.410658,,,
4,장사해수욕장관광지,경상북도 영덕군,,경상북도 영덕군 남정면 동해대로 3592,경상북도 영덕군 남정면 장사리 74-1,36.2824187049,129.3755938472,,,
5,유현문화관광지,강원도 횡성군,,강원도 횡성군 서원면 경강로유현1길 30,강원도 횡성군 서원면 유현리 1097,37.5290321124,127.8186828637,,,
6,웰리힐리파크 관광단지,강원도 횡성군,,강원도 횡성군 둔내면 고원로 451,강원도 횡성군 둔내면 두원리 204,37.4901261112,128.2501389201,,,
7,간월도관광지,충청남도 서산시,,,충청남도 서산시 부석면 간월도리 산33 일원,36.60625263,126.4177537,,,
8,서산류방택천문기상과학관,충청남도 서산시,,충청남도 서산시 인지면 무학로 1353-4,,36.72735767,126.4131464,,,
9,서산버드랜드,충청남도 서산시,,충청남도 서산시 부석면 천수만로 655-73,,36.62951253,126.378389,,,
10,용현자연휴양림,충청남도 서산시,,충청남도 서산시 운산면 마애삼존불길 339,,36.7518805,126.6076383,,,
11,해미읍성,충청남도 서산시,,충청남도 서산시 해미면 남문2로 143,,36.71355717,126.5503842,,,
12,심우장,서울특별시 성북구,,서울특별시 성북구 성북로29길 24,서울특별시 성북구 성북동 222-1,37.5936268,126.9916662,,,
13,길상사,서울특별시 성북구,,서울특별시 성북구 선잠로5길 68(성북동),서울특별시 성북구 성북동 324-1,37.59910942,126.9946522,,,
14,한국가구박물관,서울특별시 성북구,,서울특별시 성북구 대사관로121,서울특별시 성북구 성북동 330-577,37.60037831,126.9934492,,,
15,녹진관광지,전라남도 진도군,,,전라남도 진도군 군내면 녹진리 산2-14,34.568986,126.300201,,,
16,회동관광지,전라남도 진도군,,전라남도 진도군 고군면 신비의바닷길 148,전라남도 진도군 고군면 금계리 153-1,34.42726548,126.3513474,,,
17,아리랑마을관광지,전라남도 진도군,,전라남도 진도군 임회면 아리랑길 95-5,전라남도 진도군 임회면 상만리 11,34.38201529,126.2310334,,,
18,마니산 국민관광지,인천광역시 강화군,,인천광역시 강화군 화도면 마니산로675번길 18,인천광역시 강화군 화도면 상방리 402-2,37.63245827,126.4237957,,,
19,추사박물관,경기도 과천시,,경기도 과천시 추사로 78,경기도 과천시 주암동 184-2,37.45300477,127.0287157,,,
20,남당,충청남도 홍성군,,,충청남도 홍성군 서부면 남당리 859-2,36.539234315,126.471915368,,,
21,구드래관광지,충청남도 부여군,,충청남도 부여군 부여읍 백강로 148,충청남도 부여군 부여읍 구교리 17-4,36.28718846,126.9068136,,,
22,서동요역사관광지,충청남도 부여군,,충청남도 부여군 충화면 충신로 618,충청남도 부여군 충화면 가화리 313,36.14594895,126.8248464,,,
23,백제문화관광단지,충청남도 부여군,,충청남도 부여군 규암면 백제문로 400,충청남도 부여군 규암면 합정리 578,36.30386704,126.9007732,,,
24,보문관광단지,경상북도 경주시,,경상북도 경주시 보문로 446,경상북도 경주시 신평동 375-7,35.843673,129.2869659,,,
25,오색관광지,강원도 양양군,,,강원도 양양군 서면 가라피리 165,38.07706115,128.5128997,,,
26,지경관광지,강원도 양양군,,,강원도 양양군 현남면 지리 5-1,37.92741327,128.7948611,,,
27,설해원(양양국제공항),강원도 양양군,,,강원도 양양군 손양면 동호리 510-28,38.05555608,128.6641979,,,
28,만리포 관광지,충청남도 태안군,,충청남도 태안군 소원면 만리포2길 190-3,,36.7900078076,126.1465708612,,,
29,레인보우힐링관광지,충청북도 영동군,,,충청북도 영동군 영동읍 매천리 산 35-1,36.15635341,127.7865137,,,
30,송호관광지,충청북도 영동군,,충청북도 영동군 양산면 송호로 105,충청북도 영동군 양산면 송호리 249-8,36.12969079,127.676367,,,
31,순천만국가정원,전라남도 순천시,,전라남도 순천시 국가정원1호길 47,전라남도 순천시 오천동 600,34.92888588,127.4999591,,,
32,순천만습지,전라남도 순천시,,전라남도 순천시 순천만길 513-25(대대동),전라남도 순천시 대대동 162-2,34.88579701,127.5092833,,,
33,낙안읍성,전라남도 순천시,,전라남도 순천시 낙안면 충민길 30(동내리),전라남도 순천시 낙안면 동내리 438-1,34.90640107,127.3418227,,,
34,드라마촬영장,전라남도 순천시,,전라남도 순천시 비례골길 24(조례동),전라남도 순천시 조례동 22,34.95810919,127.5378026,,,
35,뿌리깊은나무박물관,전라남도 순천시,,전라남도 순천시 낙안면 평촌3길 45,전라남도 순천시 낙안면 남내리 219,34.9036464,127.3399827,,,
36,송광사,전라남도 순천시,,전라남도 순천시 송광면 송광사안길 100,전라남도 순천시 송광면 신평리 12,35.00236255,127.2748706,,,
37,선암사,전라남도 순천시,,전라남도 순천시 승주읍 선암사길 450,전라남도 순천시 승주읍 죽학리 802,34.99618213,127.327356,,,
38,에코촌유스호스텔,전라남도 순천시,,전라남도 순천시 해룡면 생태배움길 123,전라남도 순천시 해룡면 대안리 1055-9,34.92310938,127.5164423,,,
39,순천자연휴양림,전라남도 순천시,,전라남도 순천시 서면 청소년수련원길 170,전라남도 순천시 서면 운평리 산160,35.04388083,127.4744949,,,
40,기독교역사박물관,전라남도 순천시,,전라남도 순천시 매산길 61(매곡동),전라남도 순천시 매곡동 179-10,34.96043473,127.4801207,,,
41,승주골프장,전라남도 순천시,,전라남도 순천시 별량면 오실길 333,전라남도 순천시 별량면 덕정리 산90-1,34.89477542,127.4482083,,,
42,파인힐스골프장,전라남도 순천시,,전라남도 순천시 주암면 송광사길 99,전라남도 순천시 주암면 문길리 산20-2,35.03454985,127.2723022,,,
43,레이크힐스골프장,전라남도 순천시,,전라남도 순천시 주암면 행정1길 77,전라남도 순천시 주암면 행정리 1,35.0453779,127.3092617,,,
44,순천컨트리클럽,전라남도 순천시,,전라남도 순천시 별량면 동화사길 85,전라남도 순천시 별량면 죽산리 447,34.86653556,127.4059214,,,
45,부영컨트리클럽,전라남도 순천시,,전라남도 순천시 해룡면 신대로 188,전라남도 순천시 해룡면 신대리 1043,34.94005246,127.5555065,,,
46,그림책도서관,전라남도 순천시,,전라남도 순천시 도서관길 33(동외동),전라남도 순천시 동외동 176,34.9579091,127.4860252,,,
47,순천시청소년수련원,전라남도 순천시,,전라남도 순천시 서면 청소년수련원길 167,전라남도 순천시 서면 운평리 774-1,35.04652524,127.4733227,,,
48,순천용오름마을,전라남도 순천시,,전라남도 순천시 주암면 운룡2길 17,전라남도 순천시 주암면 운룡리 798-1,35.0921171,127.2020571,,,
49,순천향매실마을,전라남도 순천시,,전라남도 순천시 월등면 계월길 138,전라남도 순천시 월등면 계월리 493,35.0622232,127.4045173,,,
50,순천생태마을,전라남도 순천시,,전라남도 순천시 승주읍 고산도목길 9,전라남도 순천시 승주읍 도정리 1642-1,35.06648711,127.3602718,,,
51,거차뻘배체험마을,전라남도 순천시,,전라남도 순천시 별량면 거차길 130,전라남도 순천시 별량면 마산리 566-1,34.8375993,127.4474457,,,
52,낙안민속자연휴양림,전라남도 순천시,,전라남도 순천시 낙안면 민속마을길 1600,전라남도 순천시 낙안면 동내리 산3-1,34.91226789,127.3523884,,,
53,은파관광지,전라북도 군산시,,전라북도 군산시 은파순환길9 (나운동),전라북도 군산시 나운동 1223-5,35.95536227,126.6890748,,,
54,금강호관광지,전라북도 군산시,,전라북도 군산시 성산면 철새로 120,전라북도 군산시 성산면 성덕리 411-1,36.01987856,126.7653058,,,
55,삼척해수욕장,강원도 삼척시,,강원도 삼척시 수로부인길 453,,37.47034344,129.1647024,,,
56,맹방관광지,강원도 삼척시,,강원도 삼척시 근덕면 상맹방길 30-80,,37.39591618,129.2207941,,,
57,장호관광지,강원도 삼척시,,강원도 삼척시 근덕면 삼척로 2154,,37.2868038,129.3079336,,,
58,초당관광지,강원도 삼척시,,강원도 삼척시 근덕면 미근로 1629,,37.37650408,129.2047561,,,
59,한탄강관광지,경기도 연천군,,경기도연천군전곡읍선사로76,경기도 연천군 전곡읍 전곡리 696-3,38.0088769865,127.0588603913,,,
60,연천재인폭포,경기도 연천군,,,경기도 연천군 연천읍 부곡리 193,38.0767263059,127.1423450189,,,
61,연천호로고루,경기도 연천군,,,경기도 연천군 장남면 원당리 1258,37.985838723,126.859606534,,,
62,당포성,경기도 연천군,,,경기도 연천군 미산면 동이리 778,38.0235032171,126.9854182081,,,
63,연천전곡리유적,경기도 연천군,,경기도연천군전곡읍양연로1510,경기도 연천군 전곡읍 전곡리 515,38.0156483828,127.0614526431,,,
64,담양호국민관광지,전라남도 담양군,,,전라남도 담양군 용면 월계리 149-67,35.4019831,126.9990829,,,
65,죽녹원,전라남도 담양군,,전라남도 담양군 담양읍 죽녹원로 119,전라남도 담양군 담양읍 향교리 산37-6,35.32535666,126.9866155,,,
66,메타세쿼이아랜드,전라남도 담양군,,,전라남도 담양군 담양읍 학동리 578-4,35.32342607,127.001993,,,
67,소쇄원,전라남도 담양군,,전라남도 담양군 가사문학면 소쇄원길 17,전라남도 담양군 가사문학면 지곡리 123,35.18433903,127.0121793,,,
68,한국대나무박물관,전라남도 담양군,,전라남도 담양군 담양읍 죽향문화로 35,전라남도 담양군 담양읍 천변리 401-1,35.30934367,126.9764088,,,
69,한국가사문학관,전라남도 담양군,,전라남도 담양군 가사문학면 가사문학로 877,전라남도 담양군 가사문학면 지곡리 319,35.18796216,127.0054858,,,
70,슬로시티삼지내마을,전라남도 담양군,,전라남도 담양군 창평면 돌담길 56-24,전라남도 담양군 창평면 창평리 113-1,35.23522516,127.0178498,,,
71,화순온천,전라남도 화순군,,전라남도 화순군 백아면 옥리길 14-7,,35.1624699,127.0837781,,,
72,도곡온천,전라남도 화순군,,전라남도 화순군 도곡면 온천2길 44,,35.02470562,126.903529,,,
73,운주사,전라남도 화순군,,전라남도 화순군 도암면 천태로 91-44,,34.92906333,126.8825635,,,
74,대둔산도립공원,전라북도 완주군,,전라북도 완주군 운주면 대둔산공원길 23,,36.11708032,127.3328815,,,
75,모악산도립공원,전라북도 완주군,,전라북도 완주군 구이면 모악산길 91,,35.72946608,127.1098589,,,
76,고산자연휴양림,전라북도 완주군,,전라북도 완주군 고산면 고산휴양림로 246,,35.96224205,127.2328719,,,
77,상관 공기마을 편백숲,전라북도 완주군,,전라북도 완주군 상관면 죽림편백길 191-24,,35.737491,127.2023884,,,
78,대아수목원&대아호,전라북도 완주군,,전라북도 완주군 동상면 대아수목로 94-34,,35.97623865,127.3003851,,,
79,비비정,전라북도 완주군,,전라북도 완주군 삼례읍 비비정길 96-9,,35.90154901,127.071693,,,
80,비비정예술열차,전라북도 완주군,,전라북도 완주군 삼례읍 비비정길 73-21,,35.89880244,127.0676418,,,
81,삼례문화예술촌,전라북도 완주군,,전라북도 완주군 삼례읍 삼례역로 81-13,,35.90623513,127.0658535,,,
82,삼례책마을,전라북도 완주군,,전라북도 완주군 삼례읍 삼례역로 68,,35.90745719,127.065756,,,
83,그림책미술관,전라북도 완주군,,전라북도 완주군 삼례읍 삼례역로 48-1,,35.90832046,127.068059,,,
84,대한민국술테마박물관,전라북도 완주군,,전라북도 완주군 구이면 덕천전원길 232-58,,35.726048,127.1361627,,,
85,완주전통문화체험장,전라북도 완주군,,전라북도 완주군 고산면 대아저수로 416,,35.98879491,127.261342,,,
86,청소년전통문화체험관,전라북도 완주군,,전라북도 완주군 고산면 대아저수로 416,,35.98879491,127.261342,,,
87,놀토피아,전라북도 완주군,,전라북도 완주군 고산면 대아저수로 416,,35.98879491,127.261342,,,
88,오성한옥마을,전라북도 완주군,,전라북도 완주군 소양면 오도길 73,,35.90695186,127.2367573,,,
89,무궁화오토캠핑장,전라북도 완주군,,전라북도 완주군 고산면 고산휴양림로 89,,35.97398132,127.2315513,,,
90,송광사&벚꽃길,전라북도 완주군,,전라북도 완주군 소양면 송광수만로 255-16,,35.885763,127.2417509,,,
91,위봉사&위봉폭포&위봉산성,전라북도 완주군,,전라북도 완주군 소양면 위봉길 53,,35.9105769,127.2572831,,,
92,화암사,전라북도 완주군,,전라북도 완주군 경천면 화암사길 271,,36.06629938,127.2872339,,,
93,속초해수욕장,강원도 속초시,,강원도 속초시 해오름로 186,강원도 속초시 조양동 1464-7,38.19014712,128.603531,,,
94,척산온천,강원도 속초시,,강원도 속초시 관광로 327,강원도 속초시 노학동 972-1,38.190269,128.5407013,,,
95,설악한화리조트,강원도 속초시,,강원도 속초시 미시령로 2983번길 111,속초시 장사동 24-1,38.21030027,128.5287216,,,
96,부평아트센터,인천광역시 부평구,,인천광역시 부평구 아트센터로 166,인천광역시 부평구 십정동 186-22,37.4822383,126.7049334,,,
97,기후변화체험관,인천광역시 부평구,,인천광역시 부평구 장제로 267,인천광역시 부평구 갈산동 403,37.50932668,126.7307645,,,
98,부평역사박물관,인천광역시 부평구,,인천광역시 부평구 굴포로 151,인천광역시 부평구 삼산동 451-1,37.51214216,126.7379081,,,
99,부평안전체험관,인천광역시 부평구,,인천광역시 부평구 굴포로 110,인천광역시 부평구 삼산동 441-6,37.51098789,126.7333177,,,
100,인천나비공원,인천광역시 부평구,,인천광역시 부평구 평천로 26-47,인천광역시 부평구 청천동 68-12,37.52026697,126.6927245,,,
101,용마폭포공원,서울특별시 중랑구,,서울특별시 중랑구 용마산로 250-12,서울특별시 중랑구 면목동 산 1-4,37.57335201,127.0891138,,,
102,망우리공원,서울특별시 중랑구,,서울특별시 망우로 570,서울특별시 중랑구 망우동 산 57-1,37.59835362,127.1148164,,,
103,중랑캠핑숲,서울특별시 중랑구,,서울특별시 망우로87길 110,서울특별시 중랑구 망우동 76,37.606893,127.1106972,,,
104,옹기테마공원,서울특별시 중랑구,,서울특별시 신내로21길 116,서울특별시 중랑구 신내동 777,37.61265372,127.0885194,,,
105,천안종합휴양관광지,충청남도 천안시,,충청남도 천안시 동남구 성남면 종합휴양지로 200,,36.75731215,127.2240961,,,
106,태조산관광지,충청남도 천안시,,충청남도 천안시 동남구 태조산길 261,,36.82207666,127.1889559,,,
107,춘향테마파크,전라북도 남원시,,전라북도 남원시 양림길 14-9,,35.401464,127.386902,,,
108,남원항공우주천문대,전라북도 남원시,,전라북도 남원시 양림길 48-63,,35.399194,127.387388,,,
109,남원시립김병종미술관,전라북도 남원시,,전라북도 남원시 함파우길 65-14,,35.398706,127.389555,,,
110,혼불문학관,전라북도 남원시,,전라북도 남원시 사매면 노봉안길 52,,35.481096,127.319992,,,
111,국악의 성지,전라북도 남원시,,전라북도 남원시 운봉읍 비전길 69,,35.459997,127.569101,,,
112,지리산허브밸리,전라북도 남원시,,전라북도 남원시 운봉읍 바래봉길 214,,35.435092,127.548617,,,
113,남원백두대간생태교육장전시관,전라북도 남원시,,전라북도 남원시 운봉읍 운봉로 151,,35.397328,127.5079302349,,,
114,만인의총,전라북도 남원시,,전라북도 남원시 만인로 3,,35.420404,127.377325,,,
115,아담원,전라북도 남원시,,전라북도 남원시 이백면 목가길 193,,35.440571,127.476826,,,
116,남원관광지,전라북도 남원시,,전라북도 남원시 양림길 12,,35.402481,127.386137,,,
117,농월정,경상남도 함양군,,경상남도 함양군 안의면 농월정길 9-35,경상남도 함양군 안의면 월림리 727-1,35.62464301,127.7815571,,,
118,달성토성마을,대구광역시 서구,,대구광역시 서구 국채보상로 83길 21 (비산동) 일대,대구광역시 서구 비산동 404-5,35.87331563,128.5753765,,,
119,오수의견관광지,전라북도 임실군,,전라북도 임실군 오수면 충효로 2096-16,"전라북도 임실군 오수면 오수리 33, 임실군문화체육센터",35.54520338,127.3326779,,,
120,사선대관광지,전라북도 임실군,,전라북도 임실군 관촌면 사선2길 68-7,"전라북도 임실군 관촌면 관촌리 222, 사선대 관리 사무소",35.672357,127.2746265,,,
121,율포해수욕장,전라남도 보성군,,전라남도 보성군 회천면 우암길 24,전라남도 보성군 회천면 동율리 678,34.6700292567,127.0890241277,,,
122,한국차문화공원,전라남도 보성군,,전라남도 보성군 보성읍 녹차로 775,전라남도 보성군 보성읍 봉산리 1197,34.7198764301,127.0817099093,,,
123,황령산관광지,부산광역시 수영구,,부산광역시 수영구 황령산로 156,부산광역시 수영구 광안동 산 60-1,35.1552432,129.1029084,,,
124,고구려대장간마을,경기도 구리시,,경기도 구리시 우미내길 41,경기도 구리시 아천동 산45-1,37.56080787,127.1109492,,,
125,대전문화예술단지,대전광역시,,대전광역시 서구 둔산대로 169,대전광역시 서구 만년동 396,36.366496,127.3880154,,,
126,동구릉,경기도 구리시,,경기도 구리시 동구릉로 197,경기도 구리시 인창동 66-1,37.6171286013,127.136333982,,,
127,우장춘기념관,부산광역시 동래구,,부산광역시 동래구 우장춘로62번길 7(온천동),부산광역시 동래구 온천동 850-48,35.213515,129.0720181,,,
128,장영실과학동산,부산광역시 동래구,,부산광역시 동래구 동래역사관길 18(복천동),부산광역시 동래구 복천동 1-2,35.20916308,129.0896688,,,
129,박차정의사생가,부산광역시 동래구,,부산광역시 동래구 명륜로 98번길 129-10(칠산동),부산광역시 동래구 칠산동 319-1,35.20169645,129.090397,,,
130,금강공원,부산광역시 동래구,,부산광역시 동래구 우장춘로 155 (온천동),부산광역시 동래구 온천동 291-1,35.21962513,129.075758,,,
131,허심청,부산광역시 동래구,,부산광역시 동래구 온천장로107번길 32 (온천동),부산광역시 동래구 온천동 137,35.221157,129.0826889,,,
132,복천박물관,부산광역시 동래구,,부산광역시 동래구 복천로 63(복천동),부산광역시 동래구 복천동 16-5,35.20877662,129.0911741,,,
133,충렬사,부산광역시 동래구,,부산광역시 동래구 충렬대로 345,부산광역시 동래구 안락동 421-33,35.199577,129.0959922,,,
134,해양자연사박물관,부산광역시 동래구,,부산광역시 동래구 우장춘로 175 (온천동),부산광역시 동래구 온천동 산 13-1,35.2219498,129.075647,,,
135,표충비,경상남도 밀양시,,경상남도 밀양시 무안면 동부동안길4,,35.471582,128.6520376,,,
136,작원관지,경상남도 밀양시,,경상남도 밀양시 삼랑진읍 작원관지길 77,경상남도 밀양시 삼랑진읍 검세리 135,35.398531257,128.866576344,,,
137,예림서원,경상남도 밀양시,,경상남도 밀양시 부북면 예림서원로128,,35.46605971,128.7299691,,,
138,밀양향교,경상남도 밀양시,,경상남도 밀양시 밀양향교3길 19 (교동),,35.50660573,128.7545381,,,
139,밀양관아,경상남도 밀양시,,경상남도 밀양시 중앙로348,,35.49429512,128.754331,,,
140,밀양영남루,경상남도 밀양시,,경상남도 밀양시 중앙로324,,35.49154522,128.755608,,,
141,만어사,경상남도 밀양시,,경상남도 밀양시 삼랑진읍 만어로776,,35.454932,128.846222,,,
142,표충사,경상남도 밀양시,,경상남도 밀양시 단장면 표충로1338,,35.532294,128.959045,,,
143,고씨굴 관광지,강원도 영월군,,강원도 영월군 김삿갓면 영월동로 1111,강원도 영월군 김삿갓면 진별리 506-1,37.13117779,128.5352623,,,
144,부석사관광지,경상북도 영주시,,경상북도 영주시 부석면 부석사로 298,경상북도 영주시 부석면 북지리 301-4,36.99435088,128.6797054,,,
145,장계관광지,충청북도 옥천군,,충청북도 옥천군 안내면 장계1길 57,충청북도 옥천군 안내면 장계리 산7-1,36.37728877,127.6356203,,,
146,금강하구둑관광지,충청남도 서천군,,충청남도 서천군 마서면 장산로 855번길 56-2,충청남도 서천군 마서면 도삼리 71-5,36.01993599,126.736726,,,
147,춘장대,충청남도 서천군,,충청남도 서천군 서면 춘장대길 20,충청남도 서천군 서면 도둔리 1319,36.16334922,126.5243355,,,
148,으능정이문화의거리,대전광역시,,대전광역시 중구 중앙로 170,대전광역시 중구 은행동 45-10,36.32934665,127.428337,,,
149,온달관광지,충청북도 단양군,,충청북도 단양군 영춘면 온달로 23,충청북도 단양군 영춘면 하리 147,37.06295564,128.4929221,,,
150,천동관광지,충청북도 단양군,,충청북도 단양군 단양읍 다리안로 520,충청북도 단양군 단양읍 천동리 201,36.97401141,128.4165952,,,
151,다리안관광지,충청북도 단양군,,충청북도 단양군 단양읍 소백산등산길 12,충청북도 단양군 단양읍 천동리 409,36.9647819,128.4207808,,,
152,경산온천,경상북도 경산시,,경상북도 경산시 남산면 상대로116길 18,경상북도 경산시 남산면 상대리 528,35.78037855,128.7922287,,,
153,무극전적국민관광지,충청북도 음성군,,충청북도 음성군 음성읍 생음대로 594,충청북도 음성군 음성읍 소여리 897,36.95063812,127.6470131659,,,
154,우수영관광지,전라남도 해남군,,전라남도 해남군 문내면 관광레저로 1,전라남도 해남군 문내면 학동리 1021,34.57257374,126.3101147,,,
155,땅끝관광지,전라남도 해남군,,전라남도 해남군 송지면 땅끝마을길 100,전라남도 해남군 송지면 송호리 1158-5,34.29471348,126.5250233,,,
156,경천대관광지,경상북도 상주시,,경상북도 상주시 사벌국면 경천로 652,경상북도 상주시 사벌국면 삼덕리 1-13,36.45722382,128.2478641,,,
157,회상나루관광지,경상북도 상주시,,경상북도 상주시 중동면 갱다불길 97,경상북도 상주시 중동면 회상리 764,36.44187503,128.2657793,,,
158,이바구공작소,부산광역시 동구,,부산광역시 동구 망양로486번길 14-13,부산광역시 동구 초량동 875-2,35.1170993891,129.0338233,,,
159,장기려더나눔센터,부산광역시 동구,,부산광역시 동구 영초윗길 48,부산광역시 동구 초량동 856-31,35.11853593,129.0326526,,,
160,이바구충전소,부산광역시 동구,,부산광역시 동구 영초윗길 25,부산광역시 동구 초량동 974-4,35.11735028,129.034686,,,
161,168계단 부대시설,부산광역시 동구,,부산광역시 동구 영초윗길26번길 14,부산광역시 동구 초량동 994-520,35.117699498,129.0353474,,,
162,김민부전망대,부산광역시 동구,,부산광역시 동구 영초윗길26번길 14,부산광역시 동구 초량동 994-520,35.117699498,129.0353474,,,
163,유치환의 우체통,부산광역시 동구,,부산광역시 동구 망양로580번길 2,부산광역시 동구 초량동 827-44,35.1220958828,129.0338423,,,
164,소흥관(한중우호센터),부산광역시 동구,,부산광역시 동구 초량중로 36,부산광역시 동구 초량동 546,35.11507608,129.0375502,,,
165,만화체험관,부산광역시 동구,,부산광역시 동구 성북로 42-1,부산광역시 동구 범일동 1405-1,35.13778041,129.0497944,,,
166,안용복기념 부산포개항문화관,부산광역시 동구,,부산광역시 동구 증산로 100,부산광역시 동구 좌천동 722,35.13563677,129.0529467,,,
167,좌천동굴,부산광역시 동구,,부산광역시 동구 고관로185번길 1,부산광역시 동구 좌천동 567-2,35.13325838,129.0522683,,,
168,만화카페,부산광역시 동구,,부산광역시 동구 성북로 31,부산광역시 동구 좌천동 892-8,35.1367514333,129.0496096004,,,
169,명란브랜드연구소,부산광역시 동구,,부산광역시 동구 영초윗길 22-1,부산광역시 동구 초량동 994-351,35.117117,129.0350159854,,,
170,창원단감테마공원,경상남도 창원시,,경상남도 창원시 의창구 동읍 동읍로 359번길 27,,35.29915488,128.6632468,,,
171,창원의집,경상남도 창원시,,경상남도 창원시 의창구 사림로 16번길 59,,35.24444959,128.6813533,,,
172,주남저수지,경상남도 창원시,,경상남도 창원시 의창구 동읍 주남로 101번길 26,,35.30732964,128.6779306,,,
173,마금산온천,경상남도 창원시,,경상남도 창원시 의창구 북면 천주로 1167,,35.35464845,128.6094168,,,
174,창원과학체험관,경상남도 창원시,,경상남도 창원시 성산구 충혼로 72번길 16,,35.230268,128.6617774,,,
175,마산해양레포츠센터,경상남도 창원시,,경상남도 창원시 마산합포구 제2부두로 56,,35.19796654,128.5759021,,,
176,웅천도요지전시관,경상남도 창원시,,경상남도 창원시 진해구 두동도요로 198,,35.12738997,128.8155983,,,
177,진해해양레포츠센터,경상남도 창원시,,경상남도 창원시 진해구 천자로 160,,35.14129989,128.6883002,,,
178,최참판댁,경상남도 하동군,,경상남도 하동군 악양면 평사리길 66-7,경상남도 하동군 악양면 평사리 483,35.15590905,127.688408,,,
179,화개장터,경상남도 하동군,,경상남도 하동군 화개면 쌍계로 15,경상남도 하동군 화개면 탑리 726-46,35.18798946,127.6240666,,,
180,삼성궁,경상남도 하동군,,경상남도 하동군 청암면 삼성궁길 2,경상남도 하동군 청암면 묵계리 1738-3,35.23870093,127.7054288,,,
181,이병주문학관,경상남도 하동군,,경상남도 하동군 북천면 이명골길 14-28,경상남도 하동군 북천면 직전리 231,35.09720238,127.8942256,,,
182,하동레일파크,경상남도 하동군,,경상남도 하동군 북천면 경서대로 2446-6,경상남도 하동군 북천면 직전리 1477-2,35.11333681,127.8929765,,,
183,지리산역사관,경상남도 하동군,,경상남도 하동군 화개면 화개로 1438,경상남도 하동군 화개면 대성리 1389,35.2896912,127.646527,,,
184,하동알프스레포츠,경상남도 하동군,,경상남도 하동군 금남면 경충로 493-9,경상남도 하동군 금남면 중평리 763,34.98260917,127.894714,,,
185,하동 플라이웨이 케이블카,경상남도 하동군,,경상남도 하동군 금남면 경충로 461-7,경상남도 하동군 금남면 중평리 772,34.98083847,127.8952769,,,
186,서창한옥문화관,광주광역시 서구,,광주광역시 서구 눌재로 420,광주광역시 서구 세하동 559-1,35.1152353658,126.8300424354,,,
187,유니온파크,경기도 하남시,,경기도 하남시 미사대로 710,경기도 하남시 신장동 27,37.54654783,127.2205032,,,
188,광주향교,경기도 하남시,,경기도 하남시 대성로 126-13,경기도 하남시 교산동 227-3,37.52207622,127.1984175,,,
