,관광지명,도시,테마,도로명주소,지번주소,위도,경도,구글별점,검색건수,데이터셋카테고리
189,이성산성,경기도 하남시,,,경기도 하남시 춘궁동 산 36,37.52530687,127.1847777,,,
190,미사경정공원,경기도 하남시,,경기도 하남시 미사대로 505,,37.553452043,127.213212795,,,
191,세계무술공원,충청북도 충주시,,충청북도 충주시 남한강로 24,충청북도 충주시 금릉동 601,36.98782919,127.9055691,,,
192,충주호체험,충청북도 충주시,,충청북도 충주시 중앙탑면 중앙탑길 150,충청북도 충주시 중앙탑면 탑평리 545-1,37.02308256,127.8619229,,,
193,능암온천,충청북도 충주시,,충청북도 충주시 앙성면 새바지길 37,충청북도 충주시 앙성면 능암리 14-1,37.09370046,127.802172,,,
194,충온온천,충청북도 충주시,,충청북도 충주시 앙성면 산전장수1길 103,충청북도 충주시 앙성면 돈산리 13-1,37.10173095,127.7962316,,,
195,평택호관광단지,경기도 평택시,,경기도 평택시 현덕면 평택호길 48,경기도 평택시 현덕면 권관리 551-3,36.9148246,126.912951,,,
196,산정호수,경기도 포천시,,경기도 포천시 영북면 산정호수로411번길 5 일원,경기도 포천시 영북면 산정리 451-3일원,38.065669,127.315722,,,
197,백운계곡,경기도 포천시,,경기도 포천시 이동면 포화로 236-24 일원,경기도 포천시 이동면 도평리 35 일원,38.072165,127.409889,,,
198,김해가야테마파크,경상남도 김해시,,경상남도 김해시 가야테마길 161,경상남도 김해시 어방동 986,35.25163508,128.8937494,,,
199,김해낙동강레일파크,경상남도 김해시,,경상남도 김해시 생림면 마사로473번길 41,경상남도 김해시 생림면 마사리 654-4,35.37177644,128.8208387,,,
200,가야랜드,경상남도 김해시,,경상남도 김해시 인제로 368(삼방동),경상남도 김해시 삼방동 1391-2,35.25817158,128.9024348,,,
201,김해천문대,경상남도 김해시,,경상남도 김해시 가야테마길 254(어방동),경상남도 김해시 어방동 산2-80,35.25306424,128.887298,,,
202,롯데워터파크,경상남도 김해시,,경상남도 김해시 장유로 555(신문동),경상남도 김해시 신문동 1417,35.17891121,128.8285605,,,
203,클레이아크김해미술관,경상남도 김해시,,경상남도 김해시 진례면 진례로 275-51,경상남도 김해시 진례면 송정리 358,35.25086479,128.7447968,,,
204,김해한옥체험관,경상남도 김해시,,경상남도 김해시 가락로93번길 40(봉황동),경상남도 김해시 봉황동 425-13,35.23436297,128.8766847,,,
205,노무현대통령생가,경상남도 김해시,,경상남도 김해시 진영읍 봉하로111번길 16,경상남도 김해시 진영읍 본산리 36,35.31448783,128.7701595,,,
206,수로왕릉,경상남도 김해시,,경상남도 김해시 가락로93번길 26(서상동),경상남도 김해시 서상동 312,35.23487875,128.8772054,,,
207,부경동물원,경상남도 김해시,,경상남도 김해시 유하로226번길 70,경상남도 김해시 유하동 88,35.2203238,128.8197957,,,
208,해인사,경상남도 합천군,,경상남도 합천군 가야면 해인사길 122,경상남도 합천군 가야면 치인리 10,35.801504,128.0976255,,,
209,대장경테마파크,경상남도 합천군,,경상남도 합천군 가야면 가야산로 1160,경상남도 합천군 가야면 야천리 943,35.76749785,128.1365362,,,
210,오도산 자연휴양림,경상남도 합천군,,경상남도 합천군 봉산면 오도산휴양로 398,경상남도 합천군 봉산면 압곡리 산150,35.67233319,128.0553007,,,
211,합천박물관,경상남도 합천군,,경상남도 합천군 쌍책면 황강옥전로 1558,경상남도 합천군 쌍책면 성산리 504,35.58042271,128.2829423,,,
212,황매산군립공원,경상남도 합천군,,경상남도 합천군 가회면 황매산공원길 4,경상남도 합천군 가회면 둔내리 1319,35.48184913,128.0037495,,,
213,영상테마파크&청와대세트장,경상남도 합천군,,경상남도 합천군 용주면 합천호수로 757,경상남도 합천군 용주면 가호리 418,35.54877253,128.0728984,,,
214,합천댐 물문화관,경상남도 합천군,,경상남도 합천군 대병면 합천호수로 197,경상남도 합천군 대병면 회양리 1603-1,35.531585,128.0295197,,,
215,황계폭포,경상남도 합천군,,경상남도 합천군 용주면 황계2길 30,경상남도 합천군 용주면 황계리 산156,35.51135706,128.071173,,,
216,정양레포츠공원,경상남도 합천군,,경상남도 합천군 대양면 동부로 39-13,경상남도 합천군 대양면 정양리 101-18,35.55690191,128.1668052,,,
217,정양늪생태공원,경상남도 합천군,,경상남도 합천군 대양면 대야로 730,경상남도 합천군 대양면 정양리 146,35.55322772,128.162786,,,
218,해인사 소리길,경상남도 합천군,,경상남도 합천군 가야면 가야산로 1160,경상남도 합천군 가야면 구원리 산9-5,35.76749785,128.1365362,,,
219,용문산 관광지,경기도 양평군,,경기도 양평군 용문면 용문산로641,경기도 양평군 용문면 신점리 515-2,37.54529617,127.583066,,,
220,두물머리,경기도 양평군,,경기도 양평군 양서면 두물머리길 145,경기도 양평군 양서면 양수리 697,37.53362262,127.3174715,,,
221,세미원,경기도 양평군,,경기도 양평군 양서면 양수로 93,경기도 양평군 양서면 용담리 428-8,37.54093866,127.3239608,,,
222,쉬자파크,경기도 양평군,,경기도 양평군 양평읍 쉬자파크길 193,경기도 양평군 양평읍 백안리 산45-2,37.51122354,127.5331978,,,
223,용대관광지,강원도 인제군,,강원도 인제군 북면 십이선녀탕길 16,강원도 인제군 북면 용대리 1795,38.18568475,128.3061965403,,,
224,방동관광지,강원도 인제군,,강원도 인제군 기린면 방동약수로 89-59,강원도 인제군 기린면 방동리 34-5,37.94387136,128.3962628,,,
225,오토테마파크,강원도 인제군,,강원도 인제군 기린면 상하답로 130,강원도 인제군 기린면 북리 516,38.00266835,128.2953845617,,,
226,성류굴 관광지,경상북도 울진군,,경상북도 울진군 근남면 성류굴로 202,경상북도 울진군 근남면 노음리 850-12,36.95884825,129.3794409,,,
227,백암온천 관광지,경상북도 울진군,,경상북도 울진군 온정면 온천로 7,경상북도 울진군 온정면 소태리 1453,36.72132775,129.343467,,,
228,인천도호부청사,인천광역시 미추홀구,,인천광역시 미추홀구 매소홀로 589,인천광역시 미추홀구 문학동 349-2,37.4393787,126.6868134,,,
229,예당관광지,충청남도 예산군,,충청남도 예산군 응봉면 예당관광로 161,,36.63801252,126.799434,,,
230,덕산온천관광단지,충청남도 예산군,,충청남도 예산군 덕산면 온천단지2로 11,충청남도 예산군 덕산면 신평리 513,36.69075649,126.659328,,,
231,임진각관광지,경기도 파주시,,경기도 파주시 문산읍 임진각로 177,경기도 파주시 문산읍 사목리 494-1,37.8895387555,126.7401858799,,,
232,공릉관광지,경기도 파주시,,경기도 파주시 조리읍 장곡로 218,경기도 파주시 조리읍 장곡리 420-6,37.7498111,126.8335655,,,
233,장흥관광지,경기도 양주시,,경기도 양주시 장흥면 권율로 193,경기도 양주시 장흥면 석현리 산 1,37.73281632,126.9492504,,,
234,실안관광지,경상남도 사천시,,경상남도 사천시 노을길 138,경상남도 사천시 실안동 1245-1,34.94398447,128.0399764,,,
235,대광해수욕장,전라남도 신안군,,전라남도 신안군 임자면 대광해수욕장길 179,전라남도 신안군 임자면 광산리 407-24,35.10291276,126.0725117,,,
236,가우도,전라남도 강진군,,전라남도 강진군 대구면 중저길 31-27,,34.53639075,126.791046,,,
237,영랑생가,전라남도 강진군,,전라남도 강진군 강진읍 영랑생가길 15,,34.6420738,126.7655711,,,
238,경북대학교 캠퍼스,대구광역시 북구,,대구광역시 북구 대학로80,대구광역시 북구 산격동 1370-1,35.88909849,128.6143217,,,
239,다산초당,전라남도 강진군,,전라남도 강진군 도암면 다산초당길 68-35,,34.5807211,126.7449445,,,
240,고려청자박물관,전라남도 강진군,,전라남도 강진군 대구면 청자촌길 33,,34.50866203,126.8008374,,,
241,백련사,전라남도 강진군,,전라남도 강진군 도암면 백련사길 145,,34.58775658,126.747892,,,
242,옥계해변관광지,강원도 강릉시,,강원도 강릉시 옥계면 금진솔밭길 104-29 일원,강원도 강릉시 옥계면 금진리 799-16 일원,37.62739946,129.0476423,,,
243,주문진해변관광지,강원도 강릉시,,강원도 강릉시 주문진읍 주문북로 222-30 일원,강원도 강릉시 주문진읍 향호리 8-22 일원,37.91137845,128.8178804,,,
244,연곡해변관광지,강원도 강릉시,,강원도 강릉시 연곡면 해안로 1282 일원,강원도 강릉시 연곡면 동덕리 99-13 일원,37.858992,128.851409,,,
245,등명해변관광지,강원도 강릉시,,강원도 강릉시 강동면 정동등명길 2 일원,강원도 강릉시 강동면 정동진리 440-41일원,37.70264843,129.0164178,,,
246,대관령어흘리관광지,강원도 강릉시,,강원도 강릉시 성산면 삼포암길 17 일원,강원도 강릉시 성산면 어흘리 508일원,37.719113,128.793989,,,
247,팔봉산관광지,강원도 홍천군,,강원도 홍천군 서면 한치골길 1124,,37.703098,127.695183,,,
248,소노벨비발디파크,강원도 홍천군,,강원도 홍천군 서면 한치골길 262,,37.65233706,127.6873348,,,
249,수동관광지,경기도 남양주시,,경기도 남양주시 수동면 비룡로 1635,경기도 남양주시 수동면 내방리 254,37.75797919,127.2753596,,,
250,송정관광지,경상남도 남해군,,경상남도 남해군 미조면 미송로 483,경상남도 남해군 미조면 송정리 1129,34.7231451,128.0249667,,,
251,영도관광안내센터,부산광역시 영도구,,부산광역시 영도구 봉래나루로 79,부산광역시 영도구 봉래동1가 1,35.09454127,129.0387847,,,
252,허준근린공원,서울특별시 강서구,,서울특별시 강서구 허준로5길 42,,37.56759867,126.8537291,,,
253,양천향교,서울특별시 강서구,,서울특별시 강서구 양천로47나길 53,,37.572863,126.839905,,,
254,약사사,서울특별시 강서구,,서울특별시 강서구 금낭화로17길 261,,37.58312625,126.8050072,,,
255,양천고성지,서울특별시 강서구,,서울특별시 강서구 양천로47나길 52-54,,37.57425363,126.8413319,,,
256,궁산땅굴역사전시관,서울특별시 강서구,,서울특별시 강서구 양천로49길 106,,37.57266746,126.8383649,,,
257,허가바위,서울특별시 강서구,,서울특별시 강서구 허준로5길 15,,37.56983571,126.8500301,,,
258,성기동,전라남도 영암군,,전라남도 영암군 군서면 왕인로 440,전라남도 영암군 군서면 동구림리 산18,34.75653201,126.6291224,,,
259,마한문화,전라남도 영암군,,전라남도 영암군 시종면 남해당로 65,전라남도 영암군 시종면 옥야리 956,34.89539241,126.5859196,,,
260,영산호관광지,전라남도 영암군,,전라남도 영암군 삼호읍 녹색로 653-11,전라남도 영암군 삼호읍 나불리 일원,34.776135,126.4577774,,,
261,함지공원,대구광역시 북구,,대구광역시 북구 동암로38길 9,대구광역시 북구 구암동 775-6,35.9424608,128.570482,,,
262,한려수도조망케이블카,경상남도 통영시,,경상남도 통영시 발개로 205,경상남도 통영시 도남동 349-1,34.82665041,128.4251243,,,
263,한산도 제승당,경상남도 통영시,,경상남도 통영시 한산면 한산일주로 70,경상남도 통영시 한산면 두억리 산39,34.79264032,128.4759648,,,
264,통영루지,경상남도 통영시,,경상남도 통영시 발개로 178,경상남도 통영시 도남동 319-3,34.82440908,128.4241617,,,
265,박경리기념관,경상남도 통영시,,경상남도 통영시 산양읍 산양중앙로 173,경상남도 통영시 산양읍 신전리 1429-9,34.802301,128.4035792,,,
266,해저터널,경상남도 통영시,,,경상남도 통영시 당동 1-3,34.83609021,128.4116979916,,,
267,장사도해상공원,경상남도 통영시,,경상남도 통영시 한산면 장사도길 55,경상남도 통영시 한산면 매죽리 산4-1,34.71373747,128.5588706,,,
268,통영시립박물관,경상남도 통영시,,경상남도 통영시 중앙로 65,경상남도 통영시 도천동 28,34.84075153,128.4167887,,,
269,삼도수군통제영,경상남도 통영시,,경상남도 통영시 세병로 27,경상남도 통영시 문화동 62,34.84715495,128.423489,,,
270,춘천호반(삼악산),강원도 춘천시,,강원도 춘천시 서면 경춘로 1401-25,강원도 춘천시 서면 덕두원리 118-6,37.825714,127.659368,,,
271,청평사,강원도 춘천시,,강원도 춘천시 북산면 오봉산길 622,강원도 춘천시 북산면 청평리 산210-1,37.983441,127.818301,,,
272,구곡폭포,강원도 춘천시,,강원도 춘천시 남산면 강촌구곡길 254,강원도 춘천시 남산면 강촌리 432,37.797033,127.615852,,,
273,몰운대,부산광역시 사하구,,부산광역시 사하구 몰운대1길 14(다대동),부산광역시 사하구 다대동 482-3,35.04638172,128.9680068,,,
274,다대포 꿈의 낙조분수,부산광역시 사하구,,부산광역시 사하구 몰운대1길 14(다대동),부산광역시 사하구 다대동 482-3,35.04638172,128.9680068,,,
275,다대포해수욕장,부산광역시 사하구,,부산광역시 사하구 몰운대1길 14(다대동),부산광역시 사하구 다대동 1548-1,35.04638172,128.9680068,,,
276,낙동강하구아미산전망대,부산광역시 사하구,,부산광역시 사하구 다대낙조2길 77(다대동),부산광역시 사하구 다대동 482-4,35.05276243,128.9607468,,,
277,을숙도 생태공원,부산광역시 사하구,,부산광역시 사하구 낙동남로1233번길 25(하단동),부산광역시 사하구 하단동 1151-14,35.11008837,128.9449571,,,
278,을숙도 철새공원,부산광역시 사하구,,부산광역시 사하구 낙동남로 1240(하단동),부산광역시 사하구 하단동 1207-2,35.10449092,128.9459791,,,
279,감천문화마을,부산광역시 사하구,,부산광역시 사하구 감내2로 203(감천동),부산광역시 사하구 감천동 1-14,35.09748815,129.0106077,,,
280,장림포구,부산광역시 사하구,,부산광역시 사하구 장림로 93번길 72(장림동),부산광역시 사하구 장림동 1092,35.07915955,128.9513486,,,
281,꽃보라동산,대구광역시 북구,,,대구광역시 북구 산격동 1500-6,35.889576,128.601059,,,
282,운암지수변공원,대구광역시 북구,,,대구광역시 북구 구암동 349,35.932633,128.567671,,,
283,팔달대교 야경,대구광역시 북구,,,대구광역시 북구 팔달동 524-4,35.895353,128.550766,,,
284,금호강하중도,대구광역시 북구,,,대구광역시 북구 노곡동 673,35.900092,128.559326,,,
285,구암서원,대구광역시 북구,,대구광역시 북구 연암공원로17길 20,대구광역시 북구 산격동 산79-1,35.89881592,128.5989989,,,
286,침산정,대구광역시 북구,,대구광역시 북구 침산남로9길 118,대구광역시 북구 침산동 1168-3,35.897221,128.5848591,,,
287,산토끼노래동산,경상남도 창녕군,,경상남도 창녕군 이방면 이방로 623,,35.577723262,128.3835799595,,,
288,광주광역시공원&광주광역시향교,광주광역시,,광주광역시 남구 중앙로 107번길 15,,35.14707323,126.9100957,,,
289,포충사,광주광역시,,광주광역시 남구 포충로 767,,35.08945325,126.8484326,,,
290,광주광역시어린이교통공원,광주광역시,,광주광역시 북구 임방울대로 877,광주광역시 북구 오룡동 1113,35.21837394,126.8544969,,,
291,국립광주광역시과학관,광주광역시,,광주광역시 북구 첨단과기로 235,광주광역시 북구 오룡동 1-6,35.22990781,126.8498705,,,
292,국립광주광역시박물관,광주광역시,,광주광역시 북구 하서로 110,광주광역시 북구 매곡동 430,35.18965658,126.8839515,,,
293,김대중 컨벤션센터,광주광역시,,광주광역시 서구 상무누리로 30,광주광역시 서구 치평동 1159-2,35.14677706,126.8404805,,,
294,역사문화공원,광주광역시,,광주광역시 광산구 왕버들로 331,광주광역시 광산구 신창동 1173-2,35.19467258,126.8452966,,,
295,푸른길공원,광주광역시,,,광주광역시 남구 주월동 434-2,35.12748017,126.8964923,,,
296,보라매축구공원,광주광역시,,,광주광역시 광산구 신촌동 83-5,35.13932032,126.8229701,,,
297,운남동근린공원,광주광역시,,광주광역시 광산구 목련로 156,,35.17144137,126.8159402,,,
298,경암근린공원,광주광역시,,광주광역시 광산구 하남대로54번안길 133,광주광역시 광산구 하남동 663,35.17828124,126.8000842,,,
299,무양서원,광주광역시,,광주광역시 광산구 산월로21번길 26,,35.21001305,126.8400956,,,
300,용아생가,광주광역시,,광주광역시 광산구 소촌로46번길 24,광주광역시 광산구 소촌동 363-1,35.149486,126.7951682,,,
301,1913송정역시장,광주광역시,,광주광역시 광산구 송정로8번길 13,광주광역시 광산구 송정동 990-18,35.13642721,126.7919415,,,
302,경장각,광주광역시,,광주광역시 광산구 용아로 460,광주광역시 광산구 흑석동 206,35.184433,126.805391,,,
303,양림역사문화마을,광주광역시,,,광주광역시 남구 양림동 314,35.13870389,126.9160141,,,
304,부용정,광주광역시,,광주광역시 남구 고싸움로 2,,35.06974381,126.8375167,,,
305,고싸움놀이테마공원,광주광역시,,광주광역시 남구 고싸움로 2,,35.06974381,126.8375167,,,
306,광주광역시김치타운,광주광역시,,광주광역시 남구 김치로 60,,35.10966818,126.8666534,,,
307,사직공원전망타워,광주광역시,,광주광역시 남구 사직길 49 (사동),,35.14189575,126.9118559,,,
308,자연관광 광주광역시사직공원,광주광역시,,광주광역시 남구 사직길 49 (사동),,35.14189575,126.9118559,,,
309,물빛근린공원,광주광역시,,광주광역시 남구 효우로 107,,35.10379015,126.9038526,,,
310,영산강문화관,광주광역시,,광주광역시 남구 승촌보길 90,,35.06581966,126.761073,,,
311,송산근린공원,광주광역시,,,광주광역시 광산구 박호동 576,35.16418346,126.7372941,,,
312,광주광역시공원,광주광역시,,광주광역시 남구 중앙로107번길 15,,35.14707323,126.9100957,,,
313,펭귄마을,광주광역시,,광주광역시 남구 천변좌로 446번길 7,광주광역시 남구 양림동 201-64,35.1400765,126.917036,,,
314,빛고을농촌테마공원,광주광역시,,광주광역시 남구 포충로 966-15,광주광역시 남구 양과동 1290,35.08429468,126.8679857,,,
315,동명동동리단길,광주광역시,,,광주광역시 동구 동명동 143-30,35.14835833,126.926339,,,
316,양산제(양산호수공원),광주광역시,,광주광역시 북구 하서로 311,광주광역시 북구 양산동 288-3,35.20276943,126.8736492,,,
317,증심사,광주광역시,,광주광역시 동구 증심사길 177,,35.12884453,126.9700905,,,
318,어린이문화원,광주광역시,,,광주광역시 동구 남동 4-8,35.146915,126.920194,,,
319,포충사,광주광역시,,광주광역시 남구 포충로 767 (원산동),,35.08945325,126.8484326,,,
320,하정웅미술관,광주광역시,,광주광역시 서구 상무대로 1165,,35.15498216,126.8884415,,,
321,광주광역시시립미술관,광주광역시,,광주광역시 북구 하서로 52,,35.18323305,126.8857358,,,
322,수완호수공원,광주광역시,,광주광역시 광산구 장신로82번길 57,,35.18794733,126.8202489,,,
323,국립아시아문화전당,광주광역시,,광주광역시 동구 문화전당로 38,,35.14691559,126.9199945,,,
324,전통문화관,광주광역시,,광주광역시 동구 의재로 222,광주광역시 동구 운림동 323,35.1334851,126.9514045,,,
325,광주광역시지산유원지,광주광역시,,광주광역시 동구 지호로164번길 14-10,,35.14875974,126.9468348,,,
326,광주광역시백범기념관,광주광역시,,광주광역시 동구 천변우로 599,광주광역시 동구 학동 1013,35.13113791,126.926364,,,
327,광주광역시학생독립기념관,광주광역시,,광주광역시 서구 학생독립로 30,,35.14058722,126.865043,,,
328,조선대학교 장미원,광주광역시,,광주광역시 동구 필문대로 309,,35.14600564,126.9343635,,,
329,산동교친수공원,광주광역시,,,광주광역시 북구 동림동 130-15,35.18969955,126.8619726,,,
330,푸른길공원,광주광역시,,,광주광역시 남구 주월동 355-5,35.13325855,126.898694,,,
331,원효사,광주광역시,,,광주광역시 북구 금곡동 산 209-13,35.14874455,126.983272,,,
332,문화근린공원,광주광역시,,광주광역시 북구 대천로 86,,35.1849167,126.9166857,,,
333,영산강거징이쉼터,광주광역시,,,광주광역시 북구 신용동 368,35.2128207,126.855218,,,
334,광주광역시천천변공원,광주광역시,,,광주광역시 북구 임동 618,35.1665834,126.8857554,,,
335,전남대학교용지,광주광역시,,,광주광역시 북구 용봉동 81-2,35.17388133,126.9111447,,,
336,맥문동숲길,광주광역시,,,광주광역시 북구 문흥동 1012,35.18561007,126.9216152,,,
337,용봉초록습지,광주광역시,,,광주광역시 북구 용봉동 1027,35.18332703,126.8898185,,,
338,운암제,광주광역시,,,광주광역시 북구 운암동 1181-76,35.18259552,126.8817752,,,
339,국립5.18민주묘지,광주광역시,,광주광역시 북구 민주로 200,,35.23576619,126.9392544,,,
340,5.18추모관,광주광역시,,광주광역시 북구 민주로 200,광주광역시 북구 운정동 582-4,35.23576619,126.9392544,,,
341,광주광역시문화예술회관,광주광역시,,광주광역시 북구 북문대로 60,광주광역시 북구 운암동 328-16,35.178205,126.881993,,,
342,광주광역시기아챔피언스필드,광주광역시,,광주광역시 북구 서림로 10,광주광역시 북구 임동 316,35.16942496,126.8888055,,,
343,광주광역시민속박물관,광주광역시,,광주광역시 북구 서하로 48-25,,35.18441617,126.8884364,,,
344,전남대학교박물관,광주광역시,,광주광역시 북구 용봉로 77,,35.17388133,126.911182,,,
345,우치공원 동물원,광주광역시,,광주광역시 북구 우치로 677,광주광역시 북구 생용동 658,35.22431388,126.8942421,,,
346,녹색에너지체험관 광주광역시전남지역본부,광주광역시,,광주광역시 북구 첨단과기로 123,광주광역시 북구 오룡동 1,35.22687915,126.8429479,,,
347,광주광역시시민의숲,광주광역시,,광주광역시 북구 추암로 190,,35.23301946,126.8663369,,,
348,광주광역시호호수생태원,광주광역시,,광주광역시 북구 충효샘길 7,,35.18421895,127.0011214,,,
349,무등산풍암정,광주광역시,,광주광역시 북구 풍암제길 117,광주광역시 북구 금곡동 718,35.16047529,126.9932106,,,
350,중외공원 산책로,광주광역시,,광주광역시 북구 하서로 50,,35.18145609,126.8842789,,,
351,광주광역시어린이대공원,광주광역시,,광주광역시 북구 하서로 50,,35.18145609,126.8842789,,,
352,5.18자유공원,광주광역시,,,광주광역시 서구 치평동 1161-6,35.14939198,126.8396500015,,,
353,전평제근린공원,광주광역시,,,광주광역시 서구 매월동 519-1,35.11557813,126.8484198,,,
354,풍암생활체육공원,광주광역시,,,광주광역시 서구 풍암동 30,35.1308135,126.8834659,,,
355,운천저수지,광주광역시,,,광주광역시 서구 쌍촌동 869-9,35.14717497,126.8562207,,,
356,월봉서원,광주광역시,,광주광역시 광산구 광곡길 133,광주광역시 광산구 광산동 452,35.235863,126.7451862,,,
357,용진정사,광주광역시,,,광주광역시 광산구 왕동 3-4,35.19745908,126.7243872,,,
358,황룡친수공원,광주광역시,,,광주광역시 광산구 선암동 241-31,35.14394537,126.774342,,,
359,양산호수공원,광주광역시,,광주광역시 북구 하서로 311,광주광역시 북구 양산동 288-3,35.20276943,126.8736492,,,
360,쌍암공원,광주광역시,,광주광역시 광산구 첨단중앙로182번길 39,광주광역시 광산구 쌍암동 653-1,35.22222807,126.8442514,,,
361,대인예술시장,광주광역시,,광주광역시 동구 독립로 284-2,광주광역시 동구 대인동 329,35.15612043,126.9128901,,,
362,상무시민공원,광주광역시,,,광주광역시 서구 치평동 1162,35.15422831,126.8420517,,,
363,광주광역시월드컵경기장,광주광역시,,광주광역시 서구 금화로 240,,35.13364608,126.874879,,,
364,평화공원,광주광역시,,광주광역시 서구 내방로 102,,35.15654724,126.8516022,,,
365,5.18기념공원,광주광역시,,광주광역시 서구 내방로 152,,35.15830536,126.8575559,,,
366,무각사,광주광역시,,광주광역시 서구 운천로 230,,35.15378107,126.8560181,,,
367,창작농성골,광주광역시,,광주광역시 서구 월산로173번길 15-1,,35.15297291,126.8929141,,,
368,유적근린공원,광주광역시,,광주광역시 서구 천변우하로 469,,35.16879873,126.8714435,,,
369,청춘발산마을,광주광역시,,광주광역시 서구 천변좌로108번길 17-13,,35.15917994,126.8919941,,,
370,화담사,광주광역시,,광주광역시 서구 화운로156번길 17-8,광주광역시 서구 화정동 781-23,35.15352999,126.8784258,,,
371,요트올림픽동산지구,부산광역시 해운대구,,부산광역시 해운대구 APEC로 30,부산광역시 해운대구 우동 1413-4,35.16578256,129.1350266,,,
372,동백섬,부산광역시 해운대구,,부산광역시 해운대구 동백로 116,부산광역시 해운대구 우동 708-1,35.15234205,129.1513619,,,
373,해운대해수욕장,부산광역시 해운대구,,부산광역시 해운대구 해운대해변로 264,부산광역시 해운대구 우동 620-3,35.15910698,129.1602838,,,
374,달맞이동산지구,부산광역시 해운대구,,부산광역시 해운대구 달맞이길 190,부산광역시 해운대구 중동 산 42-25,35.15768146,129.1825429,,,
375,당항포관광지,경상남도 고성군,,경상남도 고성군 회화면 당항만로 1116,경상남도 고성군 회화면 봉동리 950-1,35.0532261508,128.3920276219,,,
376,장성호관광지,전라남도 장성군,,전라남도 장성군 북하면 백양로 591-4,전라남도 장성군 북하면 쌍웅리 산38-1,35.41373254,126.8508186,,,
377,홍길동테마파크,전라남도 장성군,,전라남도 장성군 황룡면 홍길동로 431,전라남도 장성군 황룡면 아곡리 373,35.31862071,126.7265578,,,
378,용호 Sea-Side 관광지,부산광역시 남구,,부산광역시 남구 용호동 산 205번지,부산광역시 남구 용호동 산 205번지,35.101225,129.120361,,,
379,진주성,경상남도 진주시,,경상남도 진주시 남강로 626(본성동),경상남도 진주시 본성동 415,35.19043229,128.0802214,,,
380,진양호,경상남도 진주시,,경상남도 진주시 남강로1번길 130(판문동),경상남도 진주시 판문동 산171-1,35.17660992,128.0362677,,,
381,경상남도 수목원,경상남도 진주시,,경상남도 진주시 이반성면 수목원로 386,경상남도 진주시 이반성면 대천리 482-1,35.15719862,128.2957346,,,
382,무주 덕유산 리조트,전라북도 무주군,,전라북도 무주군 설천면 만선로 185,전라북도 무주군 설천면 심곡리 산43-15,35.889797,127.731389,,,
383,벽계야영장,경상남도 의령군,,경상남도 의령군 궁류면 벽계로 201,경상남도 의령군 궁류면 벽계리 379,35.42604967,128.2080942,,,
384,소래포구,인천광역시 남동구,,인천광역시 남동구 포구로 2-9(논현동),,37.3988308,126.7403795,,,
