,관광지명,도시,테마,도로명주소,지번주소,위도,경도,구글별점,검색건수,데이터셋카테고리,지도상 관광지명,별점,리뷰개수
455,백운산자연휴양림,전라남도 광양시,,전라남도 광양시 옥룡면 백계로 33,전라남도 광양시 옥룡면 추산리 산 114,35.05645795,127.5976491,,119000,,백운산자연휴양림,3.9,19
456,광양 옥룡사지,전라남도 광양시,,전라남도 광양시 옥룡면 추산리 산 35-1,전라남도 광양시 옥룡면 추산리 산 35-1,35.0470172106,127.6085305038,,31100,,광양 옥룡사지,4.5,28
457,국사봉랜드,전라남도 광양시,,전라남도 광양시 옥곡면 대치로 433,전라남도 광양시 옥곡면 수평리 130,35.00642478,127.6525399,,46500,,국사봉랜드,4.4,40
458,기독교선교100주년기념관,전라남도 광양시,,전라남도 광양시 진상면 성지로 399,전라남도 광양시 진상면 황죽리 1395,35.04305027,127.6604508,,117000,,광양기독교100주년,4.0,1
459,섬진강 망덕포구,전라남도 광양시,,전라남도 광양시 진월면 망덕길 171,전라남도 광양시 진월면 망덕리 845-82,34.96787088,127.7579265,,25500,,망덕포구,4.0,317
460,윤동주 유고 보존 정병욱 가옥,전라남도 광양시,,전라남도 광양시 진월면 망덕길 249,전라남도 광양시 진월면 망덕리 23,34.97075423,127.759122,,26500,,윤동주 유고보존정병욱가옥,4.3,59
461,광양매화문화관,전라남도 광양시,,전라남도 광양시 다압면 지막1길 21,전라남도 광양시 다압면 도사리 377,35.07665864,127.7180474,,12700,,광양매화문화관,4.1,24
462,느랭이골자연리조트,전라남도 광양시,,전라남도 광양시 토끼재길 119-32,전라남도 광양시 다압면 신원리 산125,35.06003247,127.7114041,,6710,,느랭이골휴양림,4.1,191
463,구봉산전망대,전라남도 광양시,,전라남도 광양시 구봉산전망대길 155,,34.93646837,127.6427008,,106000,,구봉산 전망대,4.4,787
464,광양항해양공원,전라남도 광양시,,,전라남도 광양시 중동 1894,34.9212775101,127.6939636136,,113000,,광양항 해양공원,4.2,154
465,무지개다리,전라남도 광양시,,,전라남도 광양시 금호동 625-1,34.9367985668,127.715141,,2800000,,유림공원 무지개다리,4.6,54
466,해오름육교,전라남도 광양시,,,전라남도 광양시 마동 1125,34.9344266195,127.7061606362,,10300,,해오름,None,None
467,배알도수변공원,전라남도 광양시,,,전라남도 광양시 태인동 1632-13,34.959931,127.7601849287,,28800,,배알도수변공원,4.2,872
468,광양 김 시식지,전라남도 광양시,,전라남도 광양시 김시식지1길 57-6,,34.94697848,127.7519933,,61800,,광양김시식지,4.4,48
469,능강관광지,충청북도 제천시,,충청북도 제천시 수산면 옥순봉로 1248,충청북도 제천시 수산면 능강리 200-10,36.9900227746,128.1956763721,,101000,,능강계곡,4.1,587
470,금월봉관광지,충청북도 제천시,,충청북도 제천시 금성면 청풍호로 1316,충청북도 제천시 금성면 월굴리 134-41,37.04384263,128.1736527,,8260,,금월봉,3.6,547
471,계산관광지,충청북도 제천시,,충청북도 제천시 청풍면 계산리 9-4번지,충청북도 제천시 청풍면 계산리 9-4,37.017861,128.130911,,3440000,,피반령,4.4,389
472,만남의광장,충청북도 제천시,,충청북도 제천시 청풍면 청풍호로50길 6,충청북도 제천시 청풍면 교리 147,37.01083356,128.1811895,,3480000,,대덕밸리 만남의광장,3.5,150
473,제천 성내관광지,충청북도 제천시,,충청북도 제천시 금성면 청풍호로 1482,충청북도 제천시 금성면 성내리 산12-2,37.03366403,128.1751729,,231000,,청풍문화재단지,4.2,1769
474,제천온천관광지,충청북도 제천시,,충청북도 제천시 수산면 내리 산24번지,충청북도 제천시 수산면 내리 산24,36.9218335179,128.181971362,,668000,,의림지,4.3,3969
475,교리관광지,충청북도 제천시,,충청북도 제천시 청풍면 청풍호로 1798,충청북도 제천시 청풍면 교리 225-1,37.0165671698,128.1768531473,,750000,,경주교촌마을,4.1,4565
476,치산관광지,경상북도 영천시,,경상북도 영천시 신녕면 신암길 17,경상북도 영천시 신녕면 치산리 산255,36.0469328129,128.7128209679,,118000,,치산계곡,4.1,186
477,자갈치시장,부산광역시 중구,,부산광역시 중구 자갈치해안로 52,부산광역시 중구 남포동4가 37-1,35.09661444,129.0305818,,760000,,자갈치시장,4.0,21542
478,40계단테마거리,부산광역시 중구,,부산광역시 중구 대청로135번길 13,부산광역시 중구 중앙동4가 38-1,35.10397225,129.0346287,,474000,,2시간 18분,None,None
479,BIFF광장,부산광역시 중구,,부산광역시 중구 비프광장로 36,부산광역시 중구 남포동5가 18-1,35.09862035,129.0287588,,202000,,비프광장로,None,None
480,영도대교,부산광역시 중구,,부산광역시 중구 태종로 8,부산광역시 중구 남포동1가 33-9,35.09725344,129.035681,,0,,영도대교,4.4,554
481,보수동책방골목,부산광역시 중구,,부산광역시 중구 대청로 57-1,부산광역시 중구 보수동1가 124-15,35.10323904,129.0263248,,0,,보수동책방골목,4.1,3236
482,용두산공원,부산광역시 중구,,부산광역시 중구 용두산길 37-55,부산광역시 중구 광복동2가 1-2,35.1009305,129.0324434,,0,,용두산공원,4.3,4690
483,광복로,부산광역시 중구,,부산광역시 중구 광복중앙로 1,부산광역시 중구 창선동1가 44,35.09947039,129.0311659,,211000,,광복로,None,None
484,부산영화체험박물관,부산광역시 중구,,부산광역시 중구 대청로126번길 12,부산광역시 중구 동광동3가 41-4,35.10169342,129.033594,,2150000,,부산영화체험박물관,4.2,713
485,예술의전당,서울특별시 서초구,,서울특별시 서초구 남부순환로 2406,서울특별시 서초구 서초동 700,37.4802402,127.0142152,,8500000,,대전예술의전당,4.5,1604
486,국립국악원,서울특별시 서초구,,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771881,127.0098185,,3210000,,대전시립연정국악원,4.5,321
487,헌인릉,서울특별시 서초구,,서울특별시 서초구 헌인릉길 36-10,서울특별시 서초구 내곡동 산 13-1,37.46537744,127.0837156,,32600,,헌인릉,4.3,833
488,매헌 윤봉길의사 기념관,서울특별시 서초구,,서울특별시 서초구 매헌로 99,서울특별시 서초구 양재동 236,37.4730498,127.0369771,,55200,,매헌윤봉길의사기념관,4.4,298
489,고투몰,서울특별시 서초구,,서울특별시 서초구 신반포로200,서울특별시 서초구 잠원동 68-17,37.50622031,127.0050517,,234000,,고투몰 고속버스터미널 지하상가,4.3,829
490,"세빛섬, 반포대교 달빛무지개분수",서울특별시 서초구,,서울특별시 서초구 올림픽대로683,서울특별시 서초구 반포동 650,37.5124362,126.9959623,,101000,,반포대교 달빛무지개분수,4.5,2672
491,삼성딜라이트,서울특별시 서초구,,서울특별시 서초구 서초대로74길 11,서울특별시 서초구 서초동 1320-10,37.4966085,127.0269023,,317000,,삼성 딜라이트,4.3,3743
492,강감찬전시관,서울특별시 관악구,,서울특별시 관악구 낙성대로 77 낙성대공원내,서울특별시 관악구 봉천동 228,37.47197208,126.959371,,16800,,강감찬전시관,None,None
493,구문소 관광지,강원도 태백시,,강원도 태백시 동태백로11(동점동),강원도 태백시 동점동 498-123,37.0929806,129.042284,,45100,,구문소,4.3,969
494,무릉계곡,강원도 동해시,,강원도 동해시 삼화로 584,강원도 동해시 삼화동 860-1,37.463551,129.014511,,252000,,무릉계곡,4.7,128
495,망상,강원도 동해시,,강원도 동해시 동해대로 6270-10,강원도 동해시 망상동 393-100,37.59225327,129.0896922,,86000000,,동해 망상 해변 한옥촌,5.0,1
496,추암,강원도 동해시,,강원도 동해시 촛대바위길 28,강원도 동해시 추암동 1,37.477063,129.159196,,350000,,추암,4.5,10
497,천지연폭포,제주특별자치도 서귀포시,,제주특별자치도 서귀포시 남성중로 2-15(서홍동),제주특별자치도 서귀포시 서홍동 666-1,33.2447447,126.5595511,,284000,,천지연폭포,4.3,513
498,정방폭포,제주특별자치도 서귀포시,,제주특별자치도 서귀포시 칠십리로214번길 37(동홍동),제주특별자치도 서귀포시 동홍동 278,33.24474912,126.5730486,,0,,정방폭포,4.5,9805
499,중문대포주상절리대,제주특별자치도 서귀포시,,제주특별자치도 서귀포시 이어도로 36-30(중문동),제주특별자치도 서귀포시 중문동 2768-1,33.23799399,126.4260174,,0,,주상절리대,4.4,9550
500,천제연폭포,제주특별자치도 서귀포시,,제주특별자치도 서귀포시 천제연로 132(중문동),제주특별자치도 서귀포시 중문동 2232,33.2526783,126.4183754,,0,,천제연폭포,4.3,4927
501,산방산,제주특별자치도 서귀포시,,제주특별자치도 서귀포시 안덕면 산방로 218-11,제주특별자치도 서귀포시 안덕면 사계리 184,33.23697818,126.312306,,628000,,산방산,4.4,180
502,용머리해안,제주특별자치도 서귀포시,,,제주특별자치도 서귀포시 안덕면 사계리 112-3,33.2336990988,126.3146297339,,0,,용머리해안,4.4,4465
503,감귤박물관,제주특별자치도 서귀포시,,제주특별자치도 서귀포시 효돈순환로 441(신효동),제주특별자치도 서귀포시 신효동 1200-6,33.27159304,126.6074285,,475000,,감귤박물관,4.0,1371
504,통일전망대,강원도 고성군,,강원도 고성군 현내면 금강산로 481,강원도 고성군 현내면 마차진리 188,38.5143860898,128.4167029557,,1990000,,오두산통일전망대,4.3,3596
505,화진포역사안보전시관,강원도 고성군,,강원도 고성군 거진읍 화진포길 280,강원도 고성군 거진읍 화포리 530-1,38.4725051545,128.4430601817,,8440,,역사안보전시관,2.5,2
506,화진포해양박물관,강원도 고성군,,강원도 고성군 현내면 화진포길 412,강원도 고성군 현내면 초도리 94-1 화진포해양박물관,38.481345,128.435682,,30400,,화진포 해양박물관,3.6,851
507,화진포 생태박물관,강원도 고성군,,강원도 고성군 거진읍 화진포길 256,강원도 고성군 거진읍 화포리 590-2,38.4721873756,128.4436213784,,24400,,화진포 생태박물관,3.5,96
508,송지호 관망타워,강원도 고성군,,강원도 고성군 죽왕면 동해대로 6021,강원도 고성군 죽왕면 오봉리 9-34,38.3362361505,128.5175988538,,12900,,송지호 관망타워,3.7,949
509,송도해상케이블카,부산광역시 서구,,부산광역시 서구 송도해변로 171,부산광역시 서구 암남동 124-1,35.07664334,129.0233986,,282000,,송도해상케이블카 송도베이스테이션,4.3,14218
510,송도해수욕장,부산광역시 서구,,부산광역시 서구 송도해변로 100,부산광역시 서구 암남동 135-5,35.07682117,129.0180502,,0,,송도해수욕장,4.3,273
511,암남공원,부산광역시 서구,,부산광역시 서구 암남공원로 185,부산광역시 서구 암남동 산193,35.0616574,129.0149368,,0,,암남공원,4.4,500
512,구덕문화공원,부산광역시 서구,,부산광역시 서구 꽃마을로 163번길 73,부산광역시 서구 서대신동3가 산18-15,35.12641369,129.005742,,106000,,구덕문화공원,4.2,247
513,송도해안산책로,부산광역시 서구,,부산광역시 서구 암남공원로 185,부산광역시 서구 암남동 620-2,35.0616574,129.0149368,,191000,,송도해안볼레길(송도해안산책로),4.4,249
514,대신공원,부산광역시 서구,,부산광역시 서구 대신공원로 37-18,부산광역시 서구 서대신동 3가 산2-3,35.121591,129.0161785,,8960000,,대신공원,4.0,4
515,부산공동어시장,부산광역시 서구,,부산광역시 서구 충무대로 202,부산광역시 서구 남부민동 691-3,35.08990091,129.0263675,,252000,,부산공동어시장 조합공동사업법인,3.9,423
516,천마산조각공원,부산광역시 서구,,부산광역시 서구 천마산로 209번길 94,부산광역시 서구 남부민동 1-6,35.08903987,129.0174786,,40400,,천마산조각공원,4.3,214
517,구덕운동장,부산광역시 서구,,부산광역시 서구 망양로 57 (씨름체육관 서구 꽃마을로 156번길12),부산광역시 서구 서대신동3가 211-1,35.11659638,129.0145297,,113000,,구덕운동장,4.2,843
518,임시수도기념관,부산광역시 서구,,부산광역시 서구 임시수도기념로 45,부산광역시 서구 부민동3가 22,35.10374876,129.0175954,,348000,,임시수도기념관,4.5,629
519,송도오션파크,부산광역시 서구,,부산광역시 서구 송도해변로 36,부산광역시 서구 암남동 135-23,35.0727182987,129.017447672,,318000,,송도오션파크,4.2,193
520,내원사계곡(내원사),경상남도 양산시,,경상남도 양산시 하북면 내원로 207,경상남도 양산시 하북면 용연리 291,35.44578536,129.1104508,,67300,,내원사계곡,4.4,164
521,대운산자연휴양림,경상남도 양산시,,경상남도 양산시 탑골길 270,경상남도 양산시 용당동 산66,35.41784975,129.2088996,,43500,,대운산자연휴양림,4.3,657
522,법기수원지,경상남도 양산시,,경상남도 양산시 동면 법기로 198-13,경상남도 양산시 동면 법기리 332,35.34825271,129.1079758,,0,,법기저수지,4.3,41
523,양산시립박물관,경상남도 양산시,,경상남도 양산시 북정로 78,경상남도 양산시 북정동 678,35.35849531,129.0490358,,269000,,양산시립박물관,4.4,411
524,양산타워,경상남도 양산시,,경상남도 양산시 동면 강변로 264-1,경상남도 양산시 동면 석산리 652,35.32782588,129.0276012,,0,,양산타워,4.2,1094
525,에덴밸리,경상남도 양산시,,경상남도 양산시 원동면 어실로 1206,경상남도 양산시 원동면 대리 1040-1,35.42905699,128.984466395,,378000,,에덴밸리리조트,3.9,2329
526,임경대,경상남도 양산시,,경상남도 양산시 원동면 원동로 285,경상남도 양산시 원동면 화제리 산72-4,35.32243455,128.9778074,,174000,,임경대,4.3,602
527,통도사,경상남도 양산시,,경상남도 양산시 하북면 통도사로 108,경상남도 양산시 하북면 지산리 583,35.4754091197,129.0563671778,,731000,,통도사대전포교원용수사,5.0,2
528,통도환타지아,경상남도 양산시,,경상남도 양산시 하북면 통도7길 68,경상남도 양산시 하북 면순지리 470,35.4999923953,129.0831298922,,71200,,통도환타지아,4.1,758
529,홍룡폭포(홍룡사),경상남도 양산시,,경상남도 양산시 상북면 홍룡로 372,경상남도 양산시 상북면 대석리 1,35.3969996748,129.0864895,,37000,,홍룡폭포(虹龍瀑布),4.5,254
530,황산공원,경상남도 양산시,,경상남도 양산시 물금읍 낙동로 295-19,경상남도 양산시 물금읍 물금리 162-1,35.3017308251,128.9895949139,,582000,,황산문화체육공원,4.5,1447
531,방화동가족휴가촌,전라북도 장수군,,전라북도 장수군 번암면 방화동로 778,전라북도 장수군 번암면 사암리 625,35.59064179,127.5268761,,12600,,방화동 가족휴가촌,4.6,195
532,남한산성,경기도 광주시,,경기도 광주시 남한산성면 남한산성로 731,경기도 광주시 남한산성면 산성리 158-1번지,37.47669636,127.1884165,,1760000,,남한산성 행궁,4.3,1385
533,분원백자자료관,경기도 광주시,,경기도 광주시 남종면 산수로 1642-1,경기도 광주시 남종면 분원리 116번지,37.49625742,127.3034492,,6620,,분원백자자료관,3.8,31
534,천진암,경기도 광주시,,경기도 광주시 퇴촌면 천진암로 1203,경기도 광주시 퇴촌면 우산리 500번지,37.42357313,127.3883989,,102000,,천진암,4.4,60
535,경기도자박물관,경기도 광주시,,경기도 광주시 곤지암읍 경충대로 727,경기도 광주시 곤지암읍 삼리 72-1번지,37.35028421,127.3347877,,2420000,,경기도자박물관,4.0,1157
536,경안천습지생태공원,경기도 광주시,,경기도 광주시 퇴촌면 산수로 1159,경기도 광주시 퇴촌면 정지리 456-4번지,37.45920014,127.3051169,,39800,,경안천 습지생태공원,4.3,1611
537,팔당물안개공원,경기도 광주시,,경기도 광주시 남종면 산수로 1897,경기도 광주시 남종면 귀여리 267-10번지,37.50956344,127.3174613,,43100,,팔당 물안개공원,4.2,1249
538,중대물빛공원,경기도 광주시,,경기도 광주시 순암로 307,경기도 광주시 중대동 229번지,37.40272258,127.218054,,0,,중대물빛공원,4.3,728
539,무이예술관,강원도 평창군,,강원도 평창군 봉평면 사리평길 233,강원도 평창군 봉평면 무이리 58,37.61527594,128.348787,,43600,,무이예술관,3.9,346
540,백룡동굴,강원도 평창군,,강원도 평창군 미탄면 문희길 63,강원도 평창군 미탄면 마하리 82,37.27786356,128.577051,,130000,,백룡동굴 생태체험 학습장,4.5,395
541,이효석문화예술촌,강원도 평창군,,강원도 평창군 봉평면 효석문학길 73-25,강원도 평창군 봉평면 창동리 544-3,37.61317426,128.3701239,,66600,,이효석문학관,4.0,1383
542,마하생태관광지,강원도 평창군,,,강원도 평창군 미탄면 마하리 일원,37.2924471,128.5419693,,49000,,백룡동굴 생태체험 학습장,4.5,395
543,용평관광단지,강원도 평창군,,,"강원도 평창군 대관령면 용산리, 수하리 일원",37.660871,128.666483,,110000,,(주)용평관광,None,None
544,알펜시아관광단지,강원도 평창군,,강원도 평창군 대관령면 솔봉로 325 일원,강원도 평창군 대관령면 용산리 425 일원,37.6552224,128.681494,,48900,,오션700,4.1,1651
545,휘닉스파크관광단지,강원도 평창군,,강원도 평창군 봉평면 태기로 174 일원,강원도 평창군 봉평면 면온리 1095-1 일원,37.581373,128.327331,,206000,,휘닉스 평창,3.7,60
546,김포평화누리길 1코스,경기도 김포시,,,경기도 김포시 대곶면 대명리 561(대명항),37.6596942,126.5590043,,270000,,평화누리자전거길 1코스,4.0,1
547,김포평화누리길 2코스,경기도 김포시,,,경기도 김포시 월곶면 성동리 산49(문수산성),37.7429948,126.5467533,,266000,,평화누리길 2코스 시작점,4.0,1
548,김포평화누리길 3코스,경기도 김포시,,,경기도 김포시 하성면 전류리 43-4(전류리 포구),37.7491124,126.6147154,,272000,,평화누리길 3코스,5.0,2
549,김포 장릉,경기도 김포시,,경기도 김포시 장릉로 79(풍무동),경기도 김포시 풍무동 666-1,37.6107519,126.7126583,,178000,,장릉,4.5,401
550,애기봉 평화생태공원,경기도 김포시,,경기도 김포시 평화공원로 289,경기도 김포시 월곶면 조강리 1-9,37.7431684,126.5940634,,202000,,애기봉 평화 생태공원,4.7,15
551,문수산성,경기도 김포시,,,경기도 김포시 월곶면 성동리 산50,37.7429948,126.5467533,,94300,,문수산성,4.1,242
552,김포함상공원,경기도 김포시,,경기도 김포시 대곶면 대명항1로 110-36,경기도 김포시 대곶면 대명리 551-1,37.6406387,126.539261,,0,,김포함상공원,3.9,853
553,덕포진,경기도 김포시,,경기도 김포시 대곶면 덕포진로103번길 90,경기도 김포시 대곶면 신안리 232-1,37.6506248,126.5387862,,45200,,김포 덕포진 교육 박물관,4.3,92
554,덕포진교육박물관,경기도 김포시,,경기도 김포시 대곶면 덕포진로103번길 90,경기도 김포시 대곶면 신안리 232-1,37.6506248,126.5387862,,13900,,김포 덕포진 교육 박물관,4.3,92
555,다도박물관,경기도 김포시,,경기도 김포시 월곶면 애기봉로275번길 187-49,경기도 김포시 월곶면 개곡리 832,37.7375035,126.5744366,,263000,,김포다도박물관,4.0,90
556,김포국제조각공원,경기도 김포시,,경기도 김포시 월곶면 용강로13번길 38,경기도 김포시 월곶면 고막리 82-1,37.72080378,126.552204,,390000,,김포국제조각공원,4.0,301
557,아트빌리지(한옥마을),경기도 김포시,,경기도 김포시 모담공원로 170,경기도 김포시 운양동 1325-1,37.6466321,126.696212,,224000,,한옥마을.아트빌리지,4.2,1186
558,오전약수관광지,경상북도 봉화군,,경상북도 봉화군 물야면 문수로 1541,경상북도 봉화군 물야면 오전리 95-35,37.01209531,128.7457209,,0,,오전약수탕,4.0,305
559,다덕약수관광지,경상북도 봉화군,,경상북도 봉화군 봉성면 다덕로 873,경상북도 봉화군 봉성면 우곡리 505-5,36.9141215,128.8273232,,3180,,다덕약수관광지,3.8,554
560,주왕산 관광지,경상북도 청송군,,경상북도 청송군 주왕산면 주왕산로 494,경상북도 청송군 주왕산면 하의리 842,36.37813214,129.108598,,261000,,주왕산 국립공원,4.6,92
561,호미곶관광단지,경상북도 포항시,,경상북도 포항시 남구 호미곶면 해맞이로 136,경상북도 포항시 남구 호미곶면 대보리 286-5,36.07608308,129.5665319,,79900,,호미곶,4.4,254
562,신륵사관광지,경기도 여주시,,경기도 여주시 신륵사길 73,경기도 여주시 천송동 289-7,37.29742583,127.6599364,,106000,,신륵사,4.1,1001
563,함평해수찜,전라남도 함평군,,전라남도 함평군 손불면 석산로 61,,35.10050068,126.4648643,,17800,,주포해수찜,3.9,68
564,함평자연생태공원,전라남도 함평군,,전라남도 함평군 대동면 학동로 1398-77,,35.13500123,126.5056999542,,200000,,함평자연생태공원,4.2,470
565,함평양서파충류생태공원,전라남도 함평군,,전라남도 함평군 신광면 학동로 1398-9,,35.13834076,126.4937003445,,20500,,함평 양서 파충류 생태공원,4.2,355
566,함평엑스포공원,전라남도 함평군,,전라남도 함평군 함평읍 곤재로 27,,35.0581392332,126.5226055585,,271000,,엑스포공원사업소,4.2,1236
567,일강김철선생기념관,전라남도 함평군,,전라남도 함평군 신광면 일강로 873-12,,35.1889310262,126.4801235166,,3570,,일강김철선생기념관,4.3,63
568,불갑사관광지,전라남도 영광군,,전라남도 영광군 불갑면 불갑사로 450,전라남도 영광군 불갑면 모악리 408-2,35.199675,126.550047,,112000,,불갑사,4.5,25
569,협재관광지,제주특별자치도 제주시,,,제주특별자치도 제주시 한림읍 협재리 2450,33.3935073,126.2384709,,249000,,협재해수욕장,4.6,6020
570,곽지관광지,제주특별자치도 제주시,,,제주특별자치도 제주시 애월읍 곽지리 1566,33.4499564,126.3041171,,115000,,곽지해수욕장,4.6,115
571,김녕관광지,제주특별자치도 제주시,,,제주특별자치도 제주시 구좌읍 김녕리 497-5,33.5548971,126.7656156,,203000,,김녕미로공원,4.2,3592
572,절물자연휴양림,제주특별자치도 제주시,,제주특별자치도 제주시 명림로 584(봉개동),,33.4400488067,126.6252034012,,105000,,제주절물자연휴양림,4.6,5972
573,노루생태관찰원,제주특별자치도 제주시,,제주특별자치도 제주시 명림로 520(봉개동),,33.4443253,126.6266934,,17800,,노루생태관찰원,4.2,610
574,제주별빛누리공원,제주특별자치도 제주시,,제주특별자치도 제주시 선돌목동길 60(오등동),제주특별자치도 제주시 오등동 10-34,33.4445529,126.5491863413,,168000,,별빛누리공원,4.1,498
575,예천포리관광지,경상북도 예천군,,경상북도 예천군 감천면 복골길 150,경상북도 예천군 감천면 포리 688,36.70015808,128.514204,,17800,,예천박물관,4.4,90
576,예천삼강,경상북도 예천군,,경상북도 예천군 풍양면 삼강리길 53-23,경상북도 예천군 풍양면 삼강리 58-1,36.5637839295,128.3045089577,,177000,,예천 삼강주막,3.9,1608
577,금마관광지,전라북도 익산시,,전라북도 익산시 금마면 고도9길 41-14,전라북도 익산시 금마면 동고도리 534-3,36.0015063,127.0570781,,234000,,서동생태관광지,3.7,3
578,미륵사지관광지,전라북도 익산시,,전라북도 익산시 금마면 미륵사지로 362,전라북도 익산시 금마면 기양리 104-1,36.011542323,127.0287138606,,202000,,익산 미륵사지,4.4,2370
579,왕궁보석테마 관광지,전라북도 익산시,,전라북도 익산시 왕궁면 호반로 8,전라북도 익산시 왕궁면 동용리 541-1,35.9906127926,127.1025486315,,61800,,보석테마관광지주차장,5.0,1
580,웅포관광지,전라북도 익산시,,전라북도 익산시 웅포면 강변로 25,전라북도 익산시 웅포면 웅포리 727,36.0658139063,126.8754192725,,136000,,웅포관광지,4.2,399
581,운일암반일암,전라북도 진안군,,전라북도 진안군 주천면 동상주천로 1924,전라북도 진안군 주천면 주양리 630,35.979875,127.396028,,50500,,운일암 반일암 계곡,4.3,180
582,마이산도립공원 일원,전라북도 진안군,,전라북도 진안군 마령면 마이산남로 182,전라북도 진안군 마령면 동촌리 76-2,35.757066,127.393795,,25300,,마이산도립공원,4.4,249
583,용담호및주변시설,전라북도 진안군,,전라북도 진안군 안용로 793,전라북도 진안군 안천면 삼락리 1179-2,35.946973,127.525991,,37200,,용담댐,4.4,35
584,운장산자연휴양림,전라북도 진안군,,전라북도 진안군 정천면 휴향림길 77,전라북도 진안군 정천면 갈용리 산 183,35.895328,127.425691,,80600,,운장산자연휴양림,4.2,120
585,데미샘자연휴양림,전라북도 진안군,,전라북도 진안군 백운면 데미샘1길 172,전라북도 진안군 백운면 덕현리 산 100,35.651308,127.464888,,35600,,데미샘자연휴양림,4.3,176
586,진안고원치유의숲,전라북도 진안군,,전라북도 진안군 봉학로 171-22,전라북도 진안군 정천면 봉학리 688,35.885974,127.403479,,23400,,진안고원치유숲,4.3,9
587,가위박물관,전라북도 진안군,,전라북도 진안군 진안읍 마이산로 258,전라북도 진안군 진안읍 단양리 690-4,35.766161,127.414949,,1810000,,진안가위박물관,3.9,91
588,산청전통한방휴양관광지,경상남도 산청군,,경상남도 산청군 금서면 동의보감로555번길 45-6,경상남도 산청군 금서면 특리 1300-86,35.44106575,127.8293609,,26700,,전통한방휴양관광지,4.2,54
589,산청중산관광지,경상남도 산청군,,경상남도 산청군 시천면 지리산대로 525,경상남도 산청군 시천면 중산리 519,35.29329703,127.7549296,,27300,,지리산 중산리계곡,4.5,233
590,산청금서관광지,경상남도 산청군,,경상남도 산청군 금서면 친환경로 1715,경상남도 산청군 금서면 지막리 산12,35.394237,127.847052,,73700,,전통한방휴양관광지,4.2,54
591,도림사,전라남도 곡성군,,전라남도 곡성군 곡성읍 도림로 175,전라남도 곡성군 곡성읍 월봉리 327,35.26727743,127.2575047,,71300,,도림사,4.4,31
592,공곶이,경상남도 거제시,,,경상남도 거제시 일운면 와현리 87,34.799878,128.715007,,56900,,공곶이,3.9,696
593,섬진강 기차마을,전라남도 곡성군,,전라남도 곡성군 오곡면 기차마을로 232,전라남도 곡성군 오곡면 오지리 770-5,35.27753157,127.3082867,,399000,,섬진강기차마을,4.1,2860
594,대성관광지,경기도 가평군,,경기도 가평군 청평면 대성강변길 14,경기도 가평군 청평면 대성리 601-3,37.67999086,127.3799217,,1680000,,대성수상레저,4.3,70
595,산장관광지,경기도 가평군,,경기도 가평군 상면 덕현산장길 71 산장관광지,경기도 가평군 상면 덕현리 21,37.75420886,127.4105873,,319000,,산장국민관광지관리사무소,4.1,85
596,맹종죽테마공원,경상남도 거제시,,경상남도 거제시 하청면 거제북로 700,경상남도 거제시 하청면 실전리 880-3,34.967708,128.650512,,61900,,거제맹종죽테마파크,4.1,1905
597,거제박물관,경상남도 거제시,,경상남도 거제시 거제대로 3791(옥포동),경상남도 거제시 옥포동 1565,34.894071,128.686203,,0,,거제박물관 Geoje Museum,3.1,50
